"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","Получение списка постов @API","firefox","Thu Jul 31 01:53:59 GMT 2025","passed","Thu Jul 31 01:53:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Jul 31 01:56:48 GMT 2025","broken","Thu Jul 31 01:57:18 GMT 2025","UI Tests Academybug","","",""
"","124","Создание нового поста @API","firefox","Thu Jul 31 01:53:59 GMT 2025","passed","Thu Jul 31 01:53:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","5902","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Jul 31 02:00:37 GMT 2025","passed","Thu Jul 31 02:00:43 GMT 2025","UI Tests Academybug","","",""
"","9161","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Jul 31 01:55:34 GMT 2025","passed","Thu Jul 31 01:55:44 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Jul 31 01:55:03 GMT 2025","broken","Thu Jul 31 01:55:33 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Jul 31 01:58:30 GMT 2025","broken","Thu Jul 31 01:59:00 GMT 2025","UI Tests Academybug","","",""
"","7458","Ошибка смены валюты @BUG","firefox","Thu Jul 31 01:57:19 GMT 2025","passed","Thu Jul 31 01:57:26 GMT 2025","UI Tests Academybug","","",""
"","50","Обновление поста @API","firefox","Thu Jul 31 01:53:59 GMT 2025","passed","Thu Jul 31 01:53:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","32","Удаление поста @API","firefox","Thu Jul 31 01:53:59 GMT 2025","passed","Thu Jul 31 01:53:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","35","Получение конкретного поста @API","firefox","Thu Jul 31 01:53:59 GMT 2025","passed","Thu Jul 31 01:53:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Thu Jul 31 02:00:06 GMT 2025","broken","Thu Jul 31 02:00:36 GMT 2025","UI Tests Academybug","","",""
"","30021","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Jul 31 02:01:47 GMT 2025","broken","Thu Jul 31 02:02:17 GMT 2025","UI Tests Academybug","","",""
