"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30017","Ошибка публикации комментария к товару @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","30022","Ошибка увеличения количества товаров в корзине @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","202","Получение списка постов @API","firefox","2026-09-10","passed","2026-09-10","API Tests Jsonplaceholder","","",""
"","45","Создание нового поста @API","firefox","2026-09-10","passed","2026-09-10","API Tests Jsonplaceholder","","",""
"","29","Удаление поста @API","firefox","2026-09-10","passed","2026-09-10","API Tests Jsonplaceholder","","",""
"","30017","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","5617","Ошибка смены валюты @BUG","firefox","2026-09-10","passed","2026-09-10","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","2026-09-10","passed","2026-09-10","API Tests Jsonplaceholder","","",""
"","30021","Ошибка отображения количества товара на главной странице @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","30014","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","2026-09-10","broken","2026-09-10","UI Tests Academybug","","",""
"","46","Обновление поста @API","firefox","2026-09-10","passed","2026-09-10","API Tests Jsonplaceholder","","",""
"","3857","Ошибка перехода на страницу производителя товара @BUG","firefox","2026-09-10","passed","2026-09-10","UI Tests Academybug","","",""
