"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","Обновление поста @API","firefox","Sat Jun 07 01:41:34 GMT 2025","passed","Sat Jun 07 01:41:34 GMT 2025","API Tests Jsonplaceholder","","",""
"","4195","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Jun 07 01:48:14 GMT 2025","passed","Sat Jun 07 01:48:18 GMT 2025","UI Tests Academybug","","",""
"","42","Получение конкретного поста @API","firefox","Sat Jun 07 01:41:34 GMT 2025","passed","Sat Jun 07 01:41:34 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Jun 07 01:46:07 GMT 2025","broken","Sat Jun 07 01:46:37 GMT 2025","UI Tests Academybug","","",""
"","52","Создание нового поста @API","firefox","Sat Jun 07 01:41:34 GMT 2025","passed","Sat Jun 07 01:41:34 GMT 2025","API Tests Jsonplaceholder","","",""
"","7297","Ошибка смены валюты @BUG","firefox","Sat Jun 07 01:44:56 GMT 2025","passed","Sat Jun 07 01:45:03 GMT 2025","UI Tests Academybug","","",""
"","30022","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Jun 07 01:42:38 GMT 2025","broken","Sat Jun 07 01:43:08 GMT 2025","UI Tests Academybug","","",""
"","30020","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Jun 07 01:49:22 GMT 2025","broken","Sat Jun 07 01:49:52 GMT 2025","UI Tests Academybug","","",""
"","32","Удаление поста @API","firefox","Sat Jun 07 01:41:34 GMT 2025","passed","Sat Jun 07 01:41:34 GMT 2025","API Tests Jsonplaceholder","","",""
"","30021","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Jun 07 01:44:24 GMT 2025","broken","Sat Jun 07 01:44:54 GMT 2025","UI Tests Academybug","","",""
"","163","Получение списка постов @API","firefox","Sat Jun 07 01:41:34 GMT 2025","passed","Sat Jun 07 01:41:34 GMT 2025","API Tests Jsonplaceholder","","",""
"","10324","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Jun 07 01:43:10 GMT 2025","passed","Sat Jun 07 01:43:20 GMT 2025","UI Tests Academybug","","",""
"","30020","Ошибка публикации комментария к товару @BUG","firefox","Sat Jun 07 01:47:42 GMT 2025","broken","Sat Jun 07 01:48:12 GMT 2025","UI Tests Academybug","","",""
