"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","49","Создание нового поста @API","firefox","Wed Feb 11 02:31:03 UTC 2026","passed","Wed Feb 11 02:31:03 UTC 2026","API Tests Jsonplaceholder","","",""
"","30014","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Feb 11 02:36:59 UTC 2026","broken","Wed Feb 11 02:37:29 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Feb 11 02:35:19 UTC 2026","broken","Wed Feb 11 02:35:49 UTC 2026","UI Tests Academybug","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Feb 11 02:40:14 UTC 2026","broken","Wed Feb 11 02:40:44 UTC 2026","UI Tests Academybug","","",""
"","27","Удаление поста @API","firefox","Wed Feb 11 02:31:03 UTC 2026","passed","Wed Feb 11 02:31:03 UTC 2026","API Tests Jsonplaceholder","","",""
"","30028","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Feb 11 02:33:43 UTC 2026","broken","Wed Feb 11 02:34:13 UTC 2026","UI Tests Academybug","","",""
"","38","Получение конкретного поста @API","firefox","Wed Feb 11 02:31:03 UTC 2026","passed","Wed Feb 11 02:31:03 UTC 2026","API Tests Jsonplaceholder","","",""
"","30016","Ошибка публикации комментария к товару @BUG","firefox","Wed Feb 11 02:38:35 UTC 2026","broken","Wed Feb 11 02:39:05 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Feb 11 02:32:07 UTC 2026","broken","Wed Feb 11 02:32:37 UTC 2026","UI Tests Academybug","","",""
"","209","Получение списка постов @API","firefox","Wed Feb 11 02:31:03 UTC 2026","passed","Wed Feb 11 02:31:03 UTC 2026","API Tests Jsonplaceholder","","",""
"","34","Обновление поста @API","firefox","Wed Feb 11 02:31:03 UTC 2026","passed","Wed Feb 11 02:31:03 UTC 2026","API Tests Jsonplaceholder","","",""
"","5322","Ошибка смены валюты @BUG","firefox","Wed Feb 11 02:35:50 UTC 2026","passed","Wed Feb 11 02:35:55 UTC 2026","UI Tests Academybug","","",""
"","3178","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Feb 11 02:39:07 UTC 2026","passed","Wed Feb 11 02:39:10 UTC 2026","UI Tests Academybug","","",""
