"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30026","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Fri Apr 17 02:48:18 UTC 2026","broken","Fri Apr 17 02:48:48 UTC 2026","UI Tests Academybug","","",""
"","37","Обновление поста @API","firefox","Fri Apr 17 02:42:22 UTC 2026","passed","Fri Apr 17 02:42:22 UTC 2026","API Tests Jsonplaceholder","","",""
"","22","Удаление поста @API","firefox","Fri Apr 17 02:42:22 UTC 2026","passed","Fri Apr 17 02:42:22 UTC 2026","API Tests Jsonplaceholder","","",""
"","29","Создание нового поста @API","firefox","Fri Apr 17 02:42:22 UTC 2026","passed","Fri Apr 17 02:42:22 UTC 2026","API Tests Jsonplaceholder","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Fri Apr 17 02:46:37 UTC 2026","broken","Fri Apr 17 02:47:07 UTC 2026","UI Tests Academybug","","",""
"","23","Получение конкретного поста @API","firefox","Fri Apr 17 02:42:21 UTC 2026","passed","Fri Apr 17 02:42:22 UTC 2026","API Tests Jsonplaceholder","","",""
"","30027","Ошибка отображения количества товара на главной странице @BUG","firefox","Fri Apr 17 02:43:26 UTC 2026","broken","Fri Apr 17 02:43:56 UTC 2026","UI Tests Academybug","","",""
"","30017","Ошибка публикации комментария к товару @BUG","firefox","Fri Apr 17 02:49:53 UTC 2026","broken","Fri Apr 17 02:50:23 UTC 2026","UI Tests Academybug","","",""
"","3692","Ошибка перехода на страницу производителя товара @BUG","firefox","Fri Apr 17 02:50:25 UTC 2026","passed","Fri Apr 17 02:50:29 UTC 2026","UI Tests Academybug","","",""
"","30029","Ошибка увеличения количества товаров в корзине @BUG","firefox","Fri Apr 17 02:45:01 UTC 2026","broken","Fri Apr 17 02:45:31 UTC 2026","UI Tests Academybug","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Fri Apr 17 02:51:33 UTC 2026","broken","Fri Apr 17 02:52:03 UTC 2026","UI Tests Academybug","","",""
"","5012","Ошибка смены валюты @BUG","firefox","Fri Apr 17 02:47:09 UTC 2026","passed","Fri Apr 17 02:47:14 UTC 2026","UI Tests Academybug","","",""
"","105","Получение списка постов @API","firefox","Fri Apr 17 02:42:21 UTC 2026","passed","Fri Apr 17 02:42:21 UTC 2026","API Tests Jsonplaceholder","","",""
