"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat May 17 01:39:48 GMT 2025","broken","Sat May 17 01:40:18 GMT 2025","UI Tests Academybug","","",""
"","10982","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat May 17 01:40:20 GMT 2025","passed","Sat May 17 01:40:31 GMT 2025","UI Tests Academybug","","",""
"","79","Обновление поста @API","firefox","Sat May 17 01:38:44 GMT 2025","passed","Sat May 17 01:38:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка публикации комментария к товару @BUG","firefox","Sat May 17 01:44:52 GMT 2025","broken","Sat May 17 01:45:22 GMT 2025","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","Sat May 17 01:38:44 GMT 2025","passed","Sat May 17 01:38:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","69","Удаление поста @API","firefox","Sat May 17 01:38:44 GMT 2025","passed","Sat May 17 01:38:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat May 17 01:43:17 GMT 2025","broken","Sat May 17 01:43:47 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat May 17 01:41:35 GMT 2025","broken","Sat May 17 01:42:05 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat May 17 01:46:32 GMT 2025","broken","Sat May 17 01:47:02 GMT 2025","UI Tests Academybug","","",""
"","43","Создание нового поста @API","firefox","Sat May 17 01:38:44 GMT 2025","passed","Sat May 17 01:38:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","210","Получение списка постов @API","firefox","Sat May 17 01:38:44 GMT 2025","passed","Sat May 17 01:38:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","4054","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat May 17 01:45:24 GMT 2025","passed","Sat May 17 01:45:28 GMT 2025","UI Tests Academybug","","",""
"","6610","Ошибка смены валюты @BUG","firefox","Sat May 17 01:42:06 GMT 2025","passed","Sat May 17 01:42:13 GMT 2025","UI Tests Academybug","","",""
