"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51","Создание нового поста @API","firefox","Fri Jan 17 01:19:28 GMT 2025","passed","Fri Jan 17 01:19:28 GMT 2025","API Tests Jsonplaceholder","","",""
"","42","Обновление поста @API","firefox","Fri Jan 17 01:19:28 GMT 2025","passed","Fri Jan 17 01:19:28 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка публикации комментария к товару @BUG","firefox","Fri Jan 17 01:25:34 GMT 2025","broken","Fri Jan 17 01:26:04 GMT 2025","UI Tests Academybug","","",""
"","9383","Ошибка увеличения количества товаров в корзине @BUG","firefox","Fri Jan 17 01:21:03 GMT 2025","passed","Fri Jan 17 01:21:13 GMT 2025","UI Tests Academybug","","",""
"","164","Получение списка постов @API","firefox","Fri Jan 17 01:19:28 GMT 2025","passed","Fri Jan 17 01:19:28 GMT 2025","API Tests Jsonplaceholder","","",""
"","6418","Ошибка смены валюты @BUG","firefox","Fri Jan 17 01:22:48 GMT 2025","passed","Fri Jan 17 01:22:55 GMT 2025","UI Tests Academybug","","",""
"","38","Получение конкретного поста @API","firefox","Fri Jan 17 01:19:28 GMT 2025","passed","Fri Jan 17 01:19:28 GMT 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Fri Jan 17 01:27:14 GMT 2025","broken","Fri Jan 17 01:27:44 GMT 2025","UI Tests Academybug","","",""
"","29","Удаление поста @API","firefox","Fri Jan 17 01:19:28 GMT 2025","passed","Fri Jan 17 01:19:28 GMT 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Fri Jan 17 01:23:59 GMT 2025","broken","Fri Jan 17 01:24:29 GMT 2025","UI Tests Academybug","","",""
"","4997","Ошибка перехода на страницу производителя товара @BUG","firefox","Fri Jan 17 01:26:05 GMT 2025","passed","Fri Jan 17 01:26:10 GMT 2025","UI Tests Academybug","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Fri Jan 17 01:20:32 GMT 2025","broken","Fri Jan 17 01:21:02 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Fri Jan 17 01:22:17 GMT 2025","broken","Fri Jan 17 01:22:47 GMT 2025","UI Tests Academybug","","",""
