"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Создание нового поста @API","firefox","Sat Feb 01 01:24:09 GMT 2025","passed","Sat Feb 01 01:24:09 GMT 2025","API Tests Jsonplaceholder","","",""
"","30021","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sat Feb 01 01:31:57 GMT 2025","broken","Sat Feb 01 01:32:27 GMT 2025","UI Tests Academybug","","",""
"","30016","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sat Feb 01 01:26:59 GMT 2025","broken","Sat Feb 01 01:27:29 GMT 2025","UI Tests Academybug","","",""
"","100","Удаление поста @API","firefox","Sat Feb 01 01:24:09 GMT 2025","passed","Sat Feb 01 01:24:10 GMT 2025","API Tests Jsonplaceholder","","",""
"","4136","Ошибка перехода на страницу производителя товара @BUG","firefox","Sat Feb 01 01:30:49 GMT 2025","passed","Sat Feb 01 01:30:53 GMT 2025","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","Sat Feb 01 01:24:09 GMT 2025","passed","Sat Feb 01 01:24:09 GMT 2025","API Tests Jsonplaceholder","","",""
"","256","Обновление поста @API","firefox","Sat Feb 01 01:24:09 GMT 2025","passed","Sat Feb 01 01:24:09 GMT 2025","API Tests Jsonplaceholder","","",""
"","10450","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sat Feb 01 01:25:45 GMT 2025","passed","Sat Feb 01 01:25:56 GMT 2025","UI Tests Academybug","","",""
"","137","Получение списка постов @API","firefox","Sat Feb 01 01:24:09 GMT 2025","passed","Sat Feb 01 01:24:09 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sat Feb 01 01:28:42 GMT 2025","broken","Sat Feb 01 01:29:12 GMT 2025","UI Tests Academybug","","",""
"","30016","Ошибка публикации комментария к товару @BUG","firefox","Sat Feb 01 01:30:17 GMT 2025","broken","Sat Feb 01 01:30:47 GMT 2025","UI Tests Academybug","","",""
"","30022","Ошибка отображения количества товара на главной странице @BUG","firefox","Sat Feb 01 01:25:14 GMT 2025","broken","Sat Feb 01 01:25:44 GMT 2025","UI Tests Academybug","","",""
"","7277","Ошибка смены валюты @BUG","firefox","Sat Feb 01 01:27:31 GMT 2025","passed","Sat Feb 01 01:27:38 GMT 2025","UI Tests Academybug","","",""
