"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31","Удаление поста @API","firefox","Wed Jan 15 01:19:44 GMT 2025","passed","Wed Jan 15 01:19:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Jan 15 01:22:36 GMT 2025","broken","Wed Jan 15 01:23:06 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Jan 15 01:24:20 GMT 2025","broken","Wed Jan 15 01:24:50 GMT 2025","UI Tests Academybug","","",""
"","8718","Ошибка смены валюты @BUG","firefox","Wed Jan 15 01:23:07 GMT 2025","passed","Wed Jan 15 01:23:16 GMT 2025","UI Tests Academybug","","",""
"","12515","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Jan 15 01:21:19 GMT 2025","passed","Wed Jan 15 01:21:32 GMT 2025","UI Tests Academybug","","",""
"","150","Получение списка постов @API","firefox","Wed Jan 15 01:19:43 GMT 2025","passed","Wed Jan 15 01:19:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","59","Обновление поста @API","firefox","Wed Jan 15 01:19:44 GMT 2025","passed","Wed Jan 15 01:19:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","33","Получение конкретного поста @API","firefox","Wed Jan 15 01:19:44 GMT 2025","passed","Wed Jan 15 01:19:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","30021","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Jan 15 01:20:48 GMT 2025","broken","Wed Jan 15 01:21:18 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Jan 15 01:27:40 GMT 2025","broken","Wed Jan 15 01:28:10 GMT 2025","UI Tests Academybug","","",""
"","9789","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Jan 15 01:26:27 GMT 2025","passed","Wed Jan 15 01:26:36 GMT 2025","UI Tests Academybug","","",""
"","30021","Ошибка публикации комментария к товару @BUG","firefox","Wed Jan 15 01:25:55 GMT 2025","broken","Wed Jan 15 01:26:25 GMT 2025","UI Tests Academybug","","",""
"","47","Создание нового поста @API","firefox","Wed Jan 15 01:19:44 GMT 2025","passed","Wed Jan 15 01:19:44 GMT 2025","API Tests Jsonplaceholder","","",""
