"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11890","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Feb 27 01:24:34 GMT 2025","passed","Thu Feb 27 01:24:46 GMT 2025","UI Tests Academybug","","",""
"","7104","Ошибка смены валюты @BUG","firefox","Thu Feb 27 01:26:22 GMT 2025","passed","Thu Feb 27 01:26:29 GMT 2025","UI Tests Academybug","","",""
"","48","Обновление поста @API","firefox","Thu Feb 27 01:22:59 GMT 2025","passed","Thu Feb 27 01:22:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","27","Удаление поста @API","firefox","Thu Feb 27 01:22:59 GMT 2025","passed","Thu Feb 27 01:22:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Feb 27 01:27:33 GMT 2025","broken","Thu Feb 27 01:28:03 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Feb 27 01:31:24 GMT 2025","broken","Thu Feb 27 01:31:54 GMT 2025","UI Tests Academybug","","",""
"","41","Создание нового поста @API","firefox","Thu Feb 27 01:22:59 GMT 2025","passed","Thu Feb 27 01:22:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Feb 27 01:25:50 GMT 2025","broken","Thu Feb 27 01:26:20 GMT 2025","UI Tests Academybug","","",""
"","204","Получение списка постов @API","firefox","Thu Feb 27 01:22:58 GMT 2025","passed","Thu Feb 27 01:22:58 GMT 2025","API Tests Jsonplaceholder","","",""
"","30025","Ошибка публикации комментария к товару @BUG","firefox","Thu Feb 27 01:29:09 GMT 2025","broken","Thu Feb 27 01:29:39 GMT 2025","UI Tests Academybug","","",""
"","7924","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Feb 27 01:30:12 GMT 2025","passed","Thu Feb 27 01:30:20 GMT 2025","UI Tests Academybug","","",""
"","36","Получение конкретного поста @API","firefox","Thu Feb 27 01:22:59 GMT 2025","passed","Thu Feb 27 01:22:59 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Feb 27 01:24:03 GMT 2025","broken","Thu Feb 27 01:24:33 GMT 2025","UI Tests Academybug","","",""
