"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30018","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Oct 22 01:49:02 UTC 2025","broken","Wed Oct 22 01:49:32 UTC 2025","UI Tests Academybug","","",""
"","6825","Ошибка смены валюты @BUG","firefox","Wed Oct 22 01:47:51 UTC 2025","passed","Wed Oct 22 01:47:58 UTC 2025","UI Tests Academybug","","",""
"","23","Удаление поста @API","firefox","Wed Oct 22 01:43:05 UTC 2025","passed","Wed Oct 22 01:43:05 UTC 2025","API Tests Jsonplaceholder","","",""
"","4947","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Oct 22 01:51:09 UTC 2025","passed","Wed Oct 22 01:51:14 UTC 2025","UI Tests Academybug","","",""
"","30021","Ошибка публикации комментария к товару @BUG","firefox","Wed Oct 22 01:50:38 UTC 2025","broken","Wed Oct 22 01:51:08 UTC 2025","UI Tests Academybug","","",""
"","34","Получение конкретного поста @API","firefox","Wed Oct 22 01:43:05 UTC 2025","passed","Wed Oct 22 01:43:05 UTC 2025","API Tests Jsonplaceholder","","",""
"","39","Обновление поста @API","firefox","Wed Oct 22 01:43:05 UTC 2025","passed","Wed Oct 22 01:43:05 UTC 2025","API Tests Jsonplaceholder","","",""
"","30022","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Oct 22 01:52:18 UTC 2025","broken","Wed Oct 22 01:52:48 UTC 2025","UI Tests Academybug","","",""
"","30019","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Oct 22 01:44:09 UTC 2025","broken","Wed Oct 22 01:44:39 UTC 2025","UI Tests Academybug","","",""
"","31","Создание нового поста @API","firefox","Wed Oct 22 01:43:05 UTC 2025","passed","Wed Oct 22 01:43:05 UTC 2025","API Tests Jsonplaceholder","","",""
"","145","Получение списка постов @API","firefox","Wed Oct 22 01:43:05 UTC 2025","passed","Wed Oct 22 01:43:05 UTC 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Oct 22 01:45:45 UTC 2025","broken","Wed Oct 22 01:46:15 UTC 2025","UI Tests Academybug","","",""
"","30018","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Oct 22 01:47:20 UTC 2025","broken","Wed Oct 22 01:47:50 UTC 2025","UI Tests Academybug","","",""
