"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30022","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
"","30021","Ошибка отображения количества товара на главной странице @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
"","97","Получение списка постов @API","firefox","2026-07-14","passed","2026-07-14","API Tests Jsonplaceholder","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
"","38","Создание нового поста @API","firefox","2026-07-14","passed","2026-07-14","API Tests Jsonplaceholder","","",""
"","6077","Ошибка смены валюты @BUG","firefox","2026-07-14","passed","2026-07-14","UI Tests Academybug","","",""
"","30024","Ошибка увеличения количества товаров в корзине @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
"","43","Обновление поста @API","firefox","2026-07-14","passed","2026-07-14","API Tests Jsonplaceholder","","",""
"","23","Удаление поста @API","firefox","2026-07-14","passed","2026-07-14","API Tests Jsonplaceholder","","",""
"","3489","Ошибка перехода на страницу производителя товара @BUG","firefox","2026-07-14","passed","2026-07-14","UI Tests Academybug","","",""
"","23","Получение конкретного поста @API","firefox","2026-07-14","passed","2026-07-14","API Tests Jsonplaceholder","","",""
"","30017","Ошибка публикации комментария к товару @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
"","30021","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","2026-07-14","broken","2026-07-14","UI Tests Academybug","","",""
