"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","102","Обновление поста @API","firefox","Fri Feb 13 02:27:20 UTC 2026","passed","Fri Feb 13 02:27:20 UTC 2026","API Tests Jsonplaceholder","","",""
"","27","Получение конкретного поста @API","firefox","Fri Feb 13 02:27:20 UTC 2026","passed","Fri Feb 13 02:27:20 UTC 2026","API Tests Jsonplaceholder","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Fri Feb 13 02:31:35 UTC 2026","broken","Fri Feb 13 02:32:05 UTC 2026","UI Tests Academybug","","",""
"","2964","Ошибка перехода на страницу производителя товара @BUG","firefox","Fri Feb 13 02:35:22 UTC 2026","passed","Fri Feb 13 02:35:25 UTC 2026","UI Tests Academybug","","",""
"","30025","Ошибка отображения количества товара на главной странице @BUG","firefox","Fri Feb 13 02:28:24 UTC 2026","broken","Fri Feb 13 02:28:54 UTC 2026","UI Tests Academybug","","",""
"","93","Создание нового поста @API","firefox","Fri Feb 13 02:27:20 UTC 2026","passed","Fri Feb 13 02:27:20 UTC 2026","API Tests Jsonplaceholder","","",""
"","109","Получение списка постов @API","firefox","Fri Feb 13 02:27:19 UTC 2026","passed","Fri Feb 13 02:27:20 UTC 2026","API Tests Jsonplaceholder","","",""
"","30015","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Fri Feb 13 02:33:15 UTC 2026","broken","Fri Feb 13 02:33:45 UTC 2026","UI Tests Academybug","","",""
"","4654","Ошибка смены валюты @BUG","firefox","Fri Feb 13 02:32:07 UTC 2026","passed","Fri Feb 13 02:32:11 UTC 2026","UI Tests Academybug","","",""
"","30014","Ошибка увеличения количества товаров в корзине @BUG","firefox","Fri Feb 13 02:30:00 UTC 2026","broken","Fri Feb 13 02:30:30 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка публикации комментария к товару @BUG","firefox","Fri Feb 13 02:34:51 UTC 2026","broken","Fri Feb 13 02:35:21 UTC 2026","UI Tests Academybug","","",""
"","40","Удаление поста @API","firefox","Fri Feb 13 02:27:20 UTC 2026","passed","Fri Feb 13 02:27:20 UTC 2026","API Tests Jsonplaceholder","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Fri Feb 13 02:36:29 UTC 2026","broken","Fri Feb 13 02:37:00 UTC 2026","UI Tests Academybug","","",""
