"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30027","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Aug 17 01:58:43 UTC 2025","broken","Sun Aug 17 01:59:13 UTC 2025","UI Tests Academybug","","",""
"","3491","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Aug 17 02:00:50 UTC 2025","passed","Sun Aug 17 02:00:54 UTC 2025","UI Tests Academybug","","",""
"","30020","Ошибка публикации комментария к товару @BUG","firefox","Sun Aug 17 02:00:19 UTC 2025","broken","Sun Aug 17 02:00:49 UTC 2025","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","Sun Aug 17 01:52:45 UTC 2025","passed","Sun Aug 17 01:52:45 UTC 2025","API Tests Jsonplaceholder","","",""
"","95","Создание нового поста @API","firefox","Sun Aug 17 01:52:45 UTC 2025","passed","Sun Aug 17 01:52:45 UTC 2025","API Tests Jsonplaceholder","","",""
"","30015","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Aug 17 01:55:25 UTC 2025","broken","Sun Aug 17 01:55:55 UTC 2025","UI Tests Academybug","","",""
"","30021","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Aug 17 01:53:50 UTC 2025","broken","Sun Aug 17 01:54:20 UTC 2025","UI Tests Academybug","","",""
"","30022","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Aug 17 02:01:58 UTC 2025","broken","Sun Aug 17 02:02:28 UTC 2025","UI Tests Academybug","","",""
"","99","Удаление поста @API","firefox","Sun Aug 17 01:52:45 UTC 2025","passed","Sun Aug 17 01:52:46 UTC 2025","API Tests Jsonplaceholder","","",""
"","221","Получение списка постов @API","firefox","Sun Aug 17 01:52:45 UTC 2025","passed","Sun Aug 17 01:52:45 UTC 2025","API Tests Jsonplaceholder","","",""
"","100","Обновление поста @API","firefox","Sun Aug 17 01:52:45 UTC 2025","passed","Sun Aug 17 01:52:45 UTC 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Aug 17 01:57:00 UTC 2025","broken","Sun Aug 17 01:57:30 UTC 2025","UI Tests Academybug","","",""
"","7498","Ошибка смены валюты @BUG","firefox","Sun Aug 17 01:57:32 UTC 2025","passed","Sun Aug 17 01:57:39 UTC 2025","UI Tests Academybug","","",""
