"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Mar 08 02:23:17 UTC 2026","broken","Sun Mar 08 02:23:47 UTC 2026","UI Tests Academybug","","",""
"","30023","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Mar 08 02:16:47 UTC 2026","broken","Sun Mar 08 02:17:17 UTC 2026","UI Tests Academybug","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Sun Mar 08 02:21:38 UTC 2026","broken","Sun Mar 08 02:22:08 UTC 2026","UI Tests Academybug","","",""
"","4437","Ошибка смены валюты @BUG","firefox","Sun Mar 08 02:18:54 UTC 2026","passed","Sun Mar 08 02:18:59 UTC 2026","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Mar 08 02:18:23 UTC 2026","broken","Sun Mar 08 02:18:53 UTC 2026","UI Tests Academybug","","",""
"","80","Удаление поста @API","firefox","Sun Mar 08 02:14:07 UTC 2026","passed","Sun Mar 08 02:14:07 UTC 2026","API Tests Jsonplaceholder","","",""
"","30017","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Mar 08 02:15:11 UTC 2026","broken","Sun Mar 08 02:15:42 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Mar 08 02:20:03 UTC 2026","broken","Sun Mar 08 02:20:33 UTC 2026","UI Tests Academybug","","",""
"","203","Обновление поста @API","firefox","Sun Mar 08 02:14:07 UTC 2026","passed","Sun Mar 08 02:14:07 UTC 2026","API Tests Jsonplaceholder","","",""
"","92","Получение списка постов @API","firefox","Sun Mar 08 02:14:07 UTC 2026","passed","Sun Mar 08 02:14:07 UTC 2026","API Tests Jsonplaceholder","","",""
"","2937","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Mar 08 02:22:10 UTC 2026","passed","Sun Mar 08 02:22:13 UTC 2026","UI Tests Academybug","","",""
"","85","Создание нового поста @API","firefox","Sun Mar 08 02:14:07 UTC 2026","passed","Sun Mar 08 02:14:07 UTC 2026","API Tests Jsonplaceholder","","",""
"","21","Получение конкретного поста @API","firefox","Sun Mar 08 02:14:07 UTC 2026","passed","Sun Mar 08 02:14:07 UTC 2026","API Tests Jsonplaceholder","","",""
