"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Apr 16 01:43:13 GMT 2025","broken","Wed Apr 16 01:43:43 GMT 2025","UI Tests Academybug","","",""
"","93","Удаление поста @API","firefox","Wed Apr 16 01:38:40 GMT 2025","passed","Wed Apr 16 01:38:40 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Apr 16 01:46:28 GMT 2025","broken","Wed Apr 16 01:46:58 GMT 2025","UI Tests Academybug","","",""
"","7792","Ошибка смены валюты @BUG","firefox","Wed Apr 16 01:42:01 GMT 2025","passed","Wed Apr 16 01:42:09 GMT 2025","UI Tests Academybug","","",""
"","4162","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Apr 16 01:45:19 GMT 2025","passed","Wed Apr 16 01:45:24 GMT 2025","UI Tests Academybug","","",""
"","177","Получение списка постов @API","firefox","Wed Apr 16 01:38:39 GMT 2025","passed","Wed Apr 16 01:38:40 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Apr 16 01:39:44 GMT 2025","broken","Wed Apr 16 01:40:14 GMT 2025","UI Tests Academybug","","",""
"","10028","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Apr 16 01:40:15 GMT 2025","passed","Wed Apr 16 01:40:25 GMT 2025","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","Wed Apr 16 01:38:40 GMT 2025","passed","Wed Apr 16 01:38:40 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Apr 16 01:41:29 GMT 2025","broken","Wed Apr 16 01:41:59 GMT 2025","UI Tests Academybug","","",""
"","114","Обновление поста @API","firefox","Wed Apr 16 01:38:40 GMT 2025","passed","Wed Apr 16 01:38:40 GMT 2025","API Tests Jsonplaceholder","","",""
"","110","Создание нового поста @API","firefox","Wed Apr 16 01:38:40 GMT 2025","passed","Wed Apr 16 01:38:40 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка публикации комментария к товару @BUG","firefox","Wed Apr 16 01:44:48 GMT 2025","broken","Wed Apr 16 01:45:18 GMT 2025","UI Tests Academybug","","",""
