"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","85","Удаление поста @API","firefox","Thu Feb 26 02:10:58 UTC 2026","passed","Thu Feb 26 02:10:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","112","Получение списка постов @API","firefox","Thu Feb 26 02:10:58 UTC 2026","passed","Thu Feb 26 02:10:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","4580","Ошибка смены валюты @BUG","firefox","Thu Feb 26 02:15:46 UTC 2026","passed","Thu Feb 26 02:15:50 UTC 2026","UI Tests Academybug","","",""
"","22","Получение конкретного поста @API","firefox","Thu Feb 26 02:10:58 UTC 2026","passed","Thu Feb 26 02:10:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","30042","Ошибка увеличения количества товаров в корзине @BUG","firefox","Thu Feb 26 02:13:38 UTC 2026","broken","Thu Feb 26 02:14:09 UTC 2026","UI Tests Academybug","","",""
"","30022","Ошибка отображения количества товара на главной странице @BUG","firefox","Thu Feb 26 02:12:03 UTC 2026","broken","Thu Feb 26 02:12:33 UTC 2026","UI Tests Academybug","","",""
"","30018","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Thu Feb 26 02:16:55 UTC 2026","broken","Thu Feb 26 02:17:25 UTC 2026","UI Tests Academybug","","",""
"","30020","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Thu Feb 26 02:20:09 UTC 2026","broken","Thu Feb 26 02:20:39 UTC 2026","UI Tests Academybug","","",""
"","223","Создание нового поста @API","firefox","Thu Feb 26 02:10:58 UTC 2026","passed","Thu Feb 26 02:10:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","30018","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Thu Feb 26 02:15:14 UTC 2026","broken","Thu Feb 26 02:15:44 UTC 2026","UI Tests Academybug","","",""
"","2956","Ошибка перехода на страницу производителя товара @BUG","firefox","Thu Feb 26 02:19:02 UTC 2026","passed","Thu Feb 26 02:19:05 UTC 2026","UI Tests Academybug","","",""
"","219","Обновление поста @API","firefox","Thu Feb 26 02:10:58 UTC 2026","passed","Thu Feb 26 02:10:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","30016","Ошибка публикации комментария к товару @BUG","firefox","Thu Feb 26 02:18:30 UTC 2026","broken","Thu Feb 26 02:19:00 UTC 2026","UI Tests Academybug","","",""
