"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6453","Ошибка смены валюты @BUG","firefox","Wed May 14 01:44:53 GMT 2025","passed","Wed May 14 01:44:59 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Wed May 14 01:47:39 GMT 2025","broken","Wed May 14 01:48:09 GMT 2025","UI Tests Academybug","","",""
"","39","Получение конкретного поста @API","firefox","Wed May 14 01:41:32 GMT 2025","passed","Wed May 14 01:41:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","4250","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed May 14 01:48:10 GMT 2025","passed","Wed May 14 01:48:14 GMT 2025","UI Tests Academybug","","",""
"","68","Удаление поста @API","firefox","Wed May 14 01:41:32 GMT 2025","passed","Wed May 14 01:41:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed May 14 01:49:18 GMT 2025","broken","Wed May 14 01:49:48 GMT 2025","UI Tests Academybug","","",""
"","80","Создание нового поста @API","firefox","Wed May 14 01:41:32 GMT 2025","passed","Wed May 14 01:41:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","83","Обновление поста @API","firefox","Wed May 14 01:41:32 GMT 2025","passed","Wed May 14 01:41:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","126","Получение списка постов @API","firefox","Wed May 14 01:41:32 GMT 2025","passed","Wed May 14 01:41:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","9752","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed May 14 01:43:08 GMT 2025","passed","Wed May 14 01:43:17 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed May 14 01:44:21 GMT 2025","broken","Wed May 14 01:44:51 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed May 14 01:42:36 GMT 2025","broken","Wed May 14 01:43:06 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed May 14 01:46:03 GMT 2025","broken","Wed May 14 01:46:33 GMT 2025","UI Tests Academybug","","",""
