"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35","Создание нового поста @API","firefox","Sun Jun 22 01:52:13 GMT 2025","passed","Sun Jun 22 01:52:13 GMT 2025","API Tests Jsonplaceholder","","",""
"","10587","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Jun 22 01:53:49 GMT 2025","passed","Sun Jun 22 01:53:59 GMT 2025","UI Tests Academybug","","",""
"","4223","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Jun 22 01:58:52 GMT 2025","passed","Sun Jun 22 01:58:57 GMT 2025","UI Tests Academybug","","",""
"","20","Удаление поста @API","firefox","Sun Jun 22 01:52:13 GMT 2025","passed","Sun Jun 22 01:52:13 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Jun 22 02:00:00 GMT 2025","broken","Sun Jun 22 02:00:30 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Jun 22 01:53:17 GMT 2025","broken","Sun Jun 22 01:53:47 GMT 2025","UI Tests Academybug","","",""
"","27","Получение конкретного поста @API","firefox","Sun Jun 22 01:52:13 GMT 2025","passed","Sun Jun 22 01:52:13 GMT 2025","API Tests Jsonplaceholder","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Jun 22 01:56:45 GMT 2025","broken","Sun Jun 22 01:57:15 GMT 2025","UI Tests Academybug","","",""
"","117","Получение списка постов @API","firefox","Sun Jun 22 01:52:13 GMT 2025","passed","Sun Jun 22 01:52:13 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка публикации комментария к товару @BUG","firefox","Sun Jun 22 01:58:21 GMT 2025","broken","Sun Jun 22 01:58:51 GMT 2025","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Jun 22 01:55:03 GMT 2025","broken","Sun Jun 22 01:55:33 GMT 2025","UI Tests Academybug","","",""
"","6783","Ошибка смены валюты @BUG","firefox","Sun Jun 22 01:55:35 GMT 2025","passed","Sun Jun 22 01:55:41 GMT 2025","UI Tests Academybug","","",""
"","35","Обновление поста @API","firefox","Sun Jun 22 01:52:13 GMT 2025","passed","Sun Jun 22 01:52:13 GMT 2025","API Tests Jsonplaceholder","","",""
