"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7981","Ошибка смены валюты @BUG","firefox","Sun Mar 02 01:35:18 GMT 2025","passed","Sun Mar 02 01:35:26 GMT 2025","UI Tests Academybug","","",""
"","10119","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Mar 02 01:38:36 GMT 2025","passed","Sun Mar 02 01:38:47 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Mar 02 01:34:46 GMT 2025","broken","Sun Mar 02 01:35:16 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Mar 02 01:39:51 GMT 2025","broken","Sun Mar 02 01:40:21 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Sun Mar 02 01:38:05 GMT 2025","broken","Sun Mar 02 01:38:35 GMT 2025","UI Tests Academybug","","",""
"","99","Создание нового поста @API","firefox","Sun Mar 02 01:31:53 GMT 2025","passed","Sun Mar 02 01:31:53 GMT 2025","API Tests Jsonplaceholder","","",""
"","11847","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Mar 02 01:33:30 GMT 2025","passed","Sun Mar 02 01:33:42 GMT 2025","UI Tests Academybug","","",""
"","151","Получение списка постов @API","firefox","Sun Mar 02 01:31:52 GMT 2025","passed","Sun Mar 02 01:31:52 GMT 2025","API Tests Jsonplaceholder","","",""
"","379","Получение конкретного поста @API","firefox","Sun Mar 02 01:31:52 GMT 2025","passed","Sun Mar 02 01:31:53 GMT 2025","API Tests Jsonplaceholder","","",""
"","97","Обновление поста @API","firefox","Sun Mar 02 01:31:53 GMT 2025","passed","Sun Mar 02 01:31:53 GMT 2025","API Tests Jsonplaceholder","","",""
"","45","Удаление поста @API","firefox","Sun Mar 02 01:31:53 GMT 2025","passed","Sun Mar 02 01:31:53 GMT 2025","API Tests Jsonplaceholder","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Mar 02 01:36:30 GMT 2025","broken","Sun Mar 02 01:37:00 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Mar 02 01:32:59 GMT 2025","broken","Sun Mar 02 01:33:29 GMT 2025","UI Tests Academybug","","",""
