"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","67","Получение конкретного поста @API","firefox","Tue Jan 28 01:19:17 GMT 2025","passed","Tue Jan 28 01:19:17 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Tue Jan 28 01:20:21 GMT 2025","broken","Tue Jan 28 01:20:51 GMT 2025","UI Tests Academybug","","",""
"","4823","Ошибка перехода на страницу производителя товара @BUG","firefox","Tue Jan 28 01:25:55 GMT 2025","passed","Tue Jan 28 01:26:00 GMT 2025","UI Tests Academybug","","",""
"","9956","Ошибка увеличения количества товаров в корзине @BUG","firefox","Tue Jan 28 01:20:53 GMT 2025","passed","Tue Jan 28 01:21:03 GMT 2025","UI Tests Academybug","","",""
"","30016","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Tue Jan 28 01:22:07 GMT 2025","broken","Tue Jan 28 01:22:37 GMT 2025","UI Tests Academybug","","",""
"","121","Создание нового поста @API","firefox","Tue Jan 28 01:19:17 GMT 2025","passed","Tue Jan 28 01:19:17 GMT 2025","API Tests Jsonplaceholder","","",""
"","6042","Ошибка смены валюты @BUG","firefox","Tue Jan 28 01:22:38 GMT 2025","passed","Tue Jan 28 01:22:44 GMT 2025","UI Tests Academybug","","",""
"","112","Удаление поста @API","firefox","Tue Jan 28 01:19:17 GMT 2025","passed","Tue Jan 28 01:19:17 GMT 2025","API Tests Jsonplaceholder","","",""
"","139","Получение списка постов @API","firefox","Tue Jan 28 01:19:17 GMT 2025","passed","Tue Jan 28 01:19:17 GMT 2025","API Tests Jsonplaceholder","","",""
"","273","Обновление поста @API","firefox","Tue Jan 28 01:19:17 GMT 2025","passed","Tue Jan 28 01:19:17 GMT 2025","API Tests Jsonplaceholder","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Tue Jan 28 01:27:04 GMT 2025","broken","Tue Jan 28 01:27:34 GMT 2025","UI Tests Academybug","","",""
"","30020","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Tue Jan 28 01:23:48 GMT 2025","broken","Tue Jan 28 01:24:18 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка публикации комментария к товару @BUG","firefox","Tue Jan 28 01:25:24 GMT 2025","broken","Tue Jan 28 01:25:54 GMT 2025","UI Tests Academybug","","",""
