"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43","Получение конкретного поста @API","firefox","Wed Jul 16 01:50:32 GMT 2025","passed","Wed Jul 16 01:50:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","9110","Ошибка увеличения количества товаров в корзине @BUG","firefox","Wed Jul 16 01:52:10 GMT 2025","passed","Wed Jul 16 01:52:19 GMT 2025","UI Tests Academybug","","",""
"","201","Получение списка постов @API","firefox","Wed Jul 16 01:50:32 GMT 2025","passed","Wed Jul 16 01:50:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Wed Jul 16 01:58:21 GMT 2025","broken","Wed Jul 16 01:58:51 GMT 2025","UI Tests Academybug","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Wed Jul 16 01:55:06 GMT 2025","broken","Wed Jul 16 01:55:36 GMT 2025","UI Tests Academybug","","",""
"","30021","Ошибка публикации комментария к товару @BUG","firefox","Wed Jul 16 01:56:41 GMT 2025","broken","Wed Jul 16 01:57:11 GMT 2025","UI Tests Academybug","","",""
"","179","Обновление поста @API","firefox","Wed Jul 16 01:50:32 GMT 2025","passed","Wed Jul 16 01:50:33 GMT 2025","API Tests Jsonplaceholder","","",""
"","30016","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Wed Jul 16 01:53:23 GMT 2025","broken","Wed Jul 16 01:53:53 GMT 2025","UI Tests Academybug","","",""
"","63","Удаление поста @API","firefox","Wed Jul 16 01:50:33 GMT 2025","passed","Wed Jul 16 01:50:33 GMT 2025","API Tests Jsonplaceholder","","",""
"","67","Создание нового поста @API","firefox","Wed Jul 16 01:50:32 GMT 2025","passed","Wed Jul 16 01:50:32 GMT 2025","API Tests Jsonplaceholder","","",""
"","6977","Ошибка смены валюты @BUG","firefox","Wed Jul 16 01:53:55 GMT 2025","passed","Wed Jul 16 01:54:02 GMT 2025","UI Tests Academybug","","",""
"","3978","Ошибка перехода на страницу производителя товара @BUG","firefox","Wed Jul 16 01:57:13 GMT 2025","passed","Wed Jul 16 01:57:17 GMT 2025","UI Tests Academybug","","",""
"","30021","Ошибка отображения количества товара на главной странице @BUG","firefox","Wed Jul 16 01:51:39 GMT 2025","broken","Wed Jul 16 01:52:09 GMT 2025","UI Tests Academybug","","",""
