"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","142","Обновление поста @API","firefox","Sun Mar 22 02:26:41 UTC 2026","passed","Sun Mar 22 02:26:41 UTC 2026","API Tests Jsonplaceholder","","",""
"","30023","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Mar 22 02:35:52 UTC 2026","broken","Sun Mar 22 02:36:22 UTC 2026","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Mar 22 02:30:57 UTC 2026","broken","Sun Mar 22 02:31:27 UTC 2026","UI Tests Academybug","","",""
"","4794","Ошибка смены валюты @BUG","firefox","Sun Mar 22 02:31:28 UTC 2026","passed","Sun Mar 22 02:31:33 UTC 2026","UI Tests Academybug","","",""
"","3332","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Mar 22 02:34:44 UTC 2026","passed","Sun Mar 22 02:34:48 UTC 2026","UI Tests Academybug","","",""
"","35","Получение конкретного поста @API","firefox","Sun Mar 22 02:26:41 UTC 2026","passed","Sun Mar 22 02:26:41 UTC 2026","API Tests Jsonplaceholder","","",""
"","138","Создание нового поста @API","firefox","Sun Mar 22 02:26:41 UTC 2026","passed","Sun Mar 22 02:26:41 UTC 2026","API Tests Jsonplaceholder","","",""
"","247","Получение списка постов @API","firefox","Sun Mar 22 02:26:41 UTC 2026","passed","Sun Mar 22 02:26:41 UTC 2026","API Tests Jsonplaceholder","","",""
"","30018","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Mar 22 02:29:21 UTC 2026","broken","Sun Mar 22 02:29:51 UTC 2026","UI Tests Academybug","","",""
"","30017","Ошибка публикации комментария к товару @BUG","firefox","Sun Mar 22 02:34:13 UTC 2026","broken","Sun Mar 22 02:34:43 UTC 2026","UI Tests Academybug","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Mar 22 02:27:46 UTC 2026","broken","Sun Mar 22 02:28:16 UTC 2026","UI Tests Academybug","","",""
"","66","Удаление поста @API","firefox","Sun Mar 22 02:26:41 UTC 2026","passed","Sun Mar 22 02:26:42 UTC 2026","API Tests Jsonplaceholder","","",""
"","30017","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Mar 22 02:32:37 UTC 2026","broken","Sun Mar 22 02:33:07 UTC 2026","UI Tests Academybug","","",""
