"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30015","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Mon Jan 12 02:06:40 UTC 2026","broken","Mon Jan 12 02:07:10 UTC 2026","UI Tests Academybug","","",""
"","45","Обновление поста @API","firefox","Mon Jan 12 01:56:58 UTC 2026","passed","Mon Jan 12 01:56:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","28","Получение конкретного поста @API","firefox","Mon Jan 12 01:56:58 UTC 2026","passed","Mon Jan 12 01:56:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","30029","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Mon Jan 12 02:02:53 UTC 2026","broken","Mon Jan 12 02:03:23 UTC 2026","UI Tests Academybug","","",""
"","4202","Ошибка перехода на страницу производителя товара @BUG","firefox","Mon Jan 12 02:05:32 UTC 2026","passed","Mon Jan 12 02:05:36 UTC 2026","UI Tests Academybug","","",""
"","34","Создание нового поста @API","firefox","Mon Jan 12 01:56:58 UTC 2026","passed","Mon Jan 12 01:56:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","4831","Ошибка смены валюты @BUG","firefox","Mon Jan 12 02:01:44 UTC 2026","passed","Mon Jan 12 02:01:49 UTC 2026","UI Tests Academybug","","",""
"","27","Удаление поста @API","firefox","Mon Jan 12 01:56:58 UTC 2026","passed","Mon Jan 12 01:56:58 UTC 2026","API Tests Jsonplaceholder","","",""
"","30016","Ошибка увеличения количества товаров в корзине @BUG","firefox","Mon Jan 12 01:59:37 UTC 2026","broken","Mon Jan 12 02:00:08 UTC 2026","UI Tests Academybug","","",""
"","30017","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Mon Jan 12 02:01:13 UTC 2026","broken","Mon Jan 12 02:01:43 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка отображения количества товара на главной странице @BUG","firefox","Mon Jan 12 01:58:02 UTC 2026","broken","Mon Jan 12 01:58:32 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка публикации комментария к товару @BUG","firefox","Mon Jan 12 02:04:29 UTC 2026","broken","Mon Jan 12 02:04:59 UTC 2026","UI Tests Academybug","","",""
"","137","Получение списка постов @API","firefox","Mon Jan 12 01:56:57 UTC 2026","passed","Mon Jan 12 01:56:58 UTC 2026","API Tests Jsonplaceholder","","",""
