"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30019","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Sun Apr 13 02:59:34 GMT 2025","broken","Sun Apr 13 03:00:04 GMT 2025","UI Tests Academybug","","",""
"","3838","Ошибка перехода на страницу производителя товара @BUG","firefox","Sun Apr 13 03:03:22 GMT 2025","passed","Sun Apr 13 03:03:26 GMT 2025","UI Tests Academybug","","",""
"","28","Удаление поста @API","firefox","Sun Apr 13 02:56:45 GMT 2025","passed","Sun Apr 13 02:56:45 GMT 2025","API Tests Jsonplaceholder","","",""
"","30017","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Sun Apr 13 03:04:30 GMT 2025","broken","Sun Apr 13 03:05:00 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Sun Apr 13 03:02:51 GMT 2025","broken","Sun Apr 13 03:03:21 GMT 2025","UI Tests Academybug","","",""
"","171","Получение списка постов @API","firefox","Sun Apr 13 02:56:44 GMT 2025","passed","Sun Apr 13 02:56:44 GMT 2025","API Tests Jsonplaceholder","","",""
"","6178","Ошибка смены валюты @BUG","firefox","Sun Apr 13 03:00:05 GMT 2025","passed","Sun Apr 13 03:00:11 GMT 2025","UI Tests Academybug","","",""
"","55","Обновление поста @API","firefox","Sun Apr 13 02:56:45 GMT 2025","passed","Sun Apr 13 02:56:45 GMT 2025","API Tests Jsonplaceholder","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Sun Apr 13 02:57:49 GMT 2025","broken","Sun Apr 13 02:58:19 GMT 2025","UI Tests Academybug","","",""
"","51","Создание нового поста @API","firefox","Sun Apr 13 02:56:45 GMT 2025","passed","Sun Apr 13 02:56:45 GMT 2025","API Tests Jsonplaceholder","","",""
"","71","Получение конкретного поста @API","firefox","Sun Apr 13 02:56:44 GMT 2025","passed","Sun Apr 13 02:56:45 GMT 2025","API Tests Jsonplaceholder","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Sun Apr 13 03:01:15 GMT 2025","broken","Sun Apr 13 03:01:45 GMT 2025","UI Tests Academybug","","",""
"","9252","Ошибка увеличения количества товаров в корзине @BUG","firefox","Sun Apr 13 02:58:21 GMT 2025","passed","Sun Apr 13 02:58:30 GMT 2025","UI Tests Academybug","","",""
