"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59","Создание нового поста @API","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:10 GMT 2024","API Tests Jsonplaceholder","","",""
"","39","Получение конкретного поста @API","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:10 GMT 2024","API Tests Jsonplaceholder","","",""
"","12225","Ошибка публикации комментария к товару @BUG","firefox","Mon Dec 16 15:28:53 GMT 2024","passed","Mon Dec 16 15:29:05 GMT 2024","UI Tests Academybug","","",""
"","8944","Ошибка увеличения количества товаров в корзине @BUG","firefox","Mon Dec 16 15:28:23 GMT 2024","passed","Mon Dec 16 15:28:32 GMT 2024","UI Tests Academybug","","",""
"","12493","Ошибка отображения количества товара на главной странице @BUG","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:23 GMT 2024","UI Tests Academybug","","",""
"","5328","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Mon Dec 16 15:28:47 GMT 2024","passed","Mon Dec 16 15:28:53 GMT 2024","UI Tests Academybug","","",""
"","55","Обновление поста @API","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:10 GMT 2024","API Tests Jsonplaceholder","","",""
"","3875","Ошибка перехода на страницу производителя товара @BUG","firefox","Mon Dec 16 15:29:05 GMT 2024","passed","Mon Dec 16 15:29:09 GMT 2024","UI Tests Academybug","","",""
"","9750","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Mon Dec 16 15:28:32 GMT 2024","passed","Mon Dec 16 15:28:42 GMT 2024","UI Tests Academybug","","",""
"","5792","Ошибка смены валюты @BUG","firefox","Mon Dec 16 15:28:42 GMT 2024","passed","Mon Dec 16 15:28:47 GMT 2024","UI Tests Academybug","","",""
"","3931","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Mon Dec 16 15:29:09 GMT 2024","passed","Mon Dec 16 15:29:13 GMT 2024","UI Tests Academybug","","",""
"","162","Получение списка постов @API","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:10 GMT 2024","API Tests Jsonplaceholder","","",""
"","35","Удаление поста @API","firefox","Mon Dec 16 15:28:10 GMT 2024","passed","Mon Dec 16 15:28:10 GMT 2024","API Tests Jsonplaceholder","","",""
