"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30019","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Tue Mar 10 02:16:59 UTC 2026","broken","Tue Mar 10 02:17:29 UTC 2026","UI Tests Academybug","","",""
"","27","Получение конкретного поста @API","firefox","Tue Mar 10 02:07:48 UTC 2026","passed","Tue Mar 10 02:07:48 UTC 2026","API Tests Jsonplaceholder","","",""
"","30017","Ошибка отображения количества товара на главной странице @BUG","firefox","Tue Mar 10 02:08:52 UTC 2026","broken","Tue Mar 10 02:09:22 UTC 2026","UI Tests Academybug","","",""
"","37","Создание нового поста @API","firefox","Tue Mar 10 02:07:48 UTC 2026","passed","Tue Mar 10 02:07:48 UTC 2026","API Tests Jsonplaceholder","","",""
"","138","Получение списка постов @API","firefox","Tue Mar 10 02:07:48 UTC 2026","passed","Tue Mar 10 02:07:48 UTC 2026","API Tests Jsonplaceholder","","",""
"","5002","Ошибка смены валюты @BUG","firefox","Tue Mar 10 02:12:35 UTC 2026","passed","Tue Mar 10 02:12:40 UTC 2026","UI Tests Academybug","","",""
"","3367","Ошибка перехода на страницу производителя товара @BUG","firefox","Tue Mar 10 02:15:52 UTC 2026","passed","Tue Mar 10 02:15:55 UTC 2026","UI Tests Academybug","","",""
"","30018","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Tue Mar 10 02:12:04 UTC 2026","broken","Tue Mar 10 02:12:34 UTC 2026","UI Tests Academybug","","",""
"","30025","Ошибка увеличения количества товаров в корзине @BUG","firefox","Tue Mar 10 02:10:28 UTC 2026","broken","Tue Mar 10 02:10:58 UTC 2026","UI Tests Academybug","","",""
"","31","Обновление поста @API","firefox","Tue Mar 10 02:07:48 UTC 2026","passed","Tue Mar 10 02:07:48 UTC 2026","API Tests Jsonplaceholder","","",""
"","25","Удаление поста @API","firefox","Tue Mar 10 02:07:48 UTC 2026","passed","Tue Mar 10 02:07:48 UTC 2026","API Tests Jsonplaceholder","","",""
"","30018","Ошибка публикации комментария к товару @BUG","firefox","Tue Mar 10 02:15:20 UTC 2026","broken","Tue Mar 10 02:15:50 UTC 2026","UI Tests Academybug","","",""
"","30016","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Tue Mar 10 02:13:44 UTC 2026","broken","Tue Mar 10 02:14:14 UTC 2026","UI Tests Academybug","","",""
