"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60","Удаление поста @API","firefox","Mon Mar 31 01:44:52 GMT 2025","passed","Mon Mar 31 01:44:52 GMT 2025","API Tests Jsonplaceholder","","",""
"","5019","Ошибка перехода на страницу производителя товара @BUG","firefox","Mon Mar 31 01:51:32 GMT 2025","passed","Mon Mar 31 01:51:37 GMT 2025","UI Tests Academybug","","",""
"","9544","Ошибка увеличения количества товаров в корзине @BUG","firefox","Mon Mar 31 01:46:28 GMT 2025","passed","Mon Mar 31 01:46:37 GMT 2025","UI Tests Academybug","","",""
"","30018","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Mon Mar 31 01:52:41 GMT 2025","broken","Mon Mar 31 01:53:11 GMT 2025","UI Tests Academybug","","",""
"","30015","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Mon Mar 31 01:47:41 GMT 2025","broken","Mon Mar 31 01:48:11 GMT 2025","UI Tests Academybug","","",""
"","30019","Ошибка публикации комментария к товару @BUG","firefox","Mon Mar 31 01:51:00 GMT 2025","broken","Mon Mar 31 01:51:30 GMT 2025","UI Tests Academybug","","",""
"","131","Обновление поста @API","firefox","Mon Mar 31 01:44:51 GMT 2025","passed","Mon Mar 31 01:44:52 GMT 2025","API Tests Jsonplaceholder","","",""
"","30019","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Mon Mar 31 01:49:25 GMT 2025","broken","Mon Mar 31 01:49:55 GMT 2025","UI Tests Academybug","","",""
"","37","Получение конкретного поста @API","firefox","Mon Mar 31 01:44:51 GMT 2025","passed","Mon Mar 31 01:44:51 GMT 2025","API Tests Jsonplaceholder","","",""
"","30023","Ошибка отображения количества товара на главной странице @BUG","firefox","Mon Mar 31 01:45:56 GMT 2025","broken","Mon Mar 31 01:46:26 GMT 2025","UI Tests Academybug","","",""
"","187","Получение списка постов @API","firefox","Mon Mar 31 01:44:51 GMT 2025","passed","Mon Mar 31 01:44:51 GMT 2025","API Tests Jsonplaceholder","","",""
"","141","Создание нового поста @API","firefox","Mon Mar 31 01:44:51 GMT 2025","passed","Mon Mar 31 01:44:51 GMT 2025","API Tests Jsonplaceholder","","",""
"","8092","Ошибка смены валюты @BUG","firefox","Mon Mar 31 01:48:13 GMT 2025","passed","Mon Mar 31 01:48:21 GMT 2025","UI Tests Academybug","","",""
