"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5884","Ошибка смены валюты @BUG","firefox","Fri Dec 27 01:24:28 GMT 2024","passed","Fri Dec 27 01:24:34 GMT 2024","UI Tests Academybug","","",""
"","4111","Ошибка перехода на страницу производителя товара @BUG","firefox","Fri Dec 27 01:27:45 GMT 2024","passed","Fri Dec 27 01:27:49 GMT 2024","UI Tests Academybug","","",""
"","132","Получение списка постов @API","firefox","Fri Dec 27 01:21:06 GMT 2024","passed","Fri Dec 27 01:21:07 GMT 2024","API Tests Jsonplaceholder","","",""
"","30020","Ошибка фильтрации товаров по ценовому диапазону @BUG","firefox","Fri Dec 27 01:28:53 GMT 2024","broken","Fri Dec 27 01:29:23 GMT 2024","UI Tests Academybug","","",""
"","30021","Ошибка возврата на главную страницу при удалении товара из козины @BUG","firefox","Fri Dec 27 01:23:57 GMT 2024","broken","Fri Dec 27 01:24:27 GMT 2024","UI Tests Academybug","","",""
"","30020","Ошибка отображения количества товара на главной странице @BUG","firefox","Fri Dec 27 01:22:11 GMT 2024","broken","Fri Dec 27 01:22:41 GMT 2024","UI Tests Academybug","","",""
"","114","Создание нового поста @API","firefox","Fri Dec 27 01:21:07 GMT 2024","passed","Fri Dec 27 01:21:07 GMT 2024","API Tests Jsonplaceholder","","",""
"","98","Обновление поста @API","firefox","Fri Dec 27 01:21:07 GMT 2024","passed","Fri Dec 27 01:21:07 GMT 2024","API Tests Jsonplaceholder","","",""
"","10036","Ошибка увеличения количества товаров в корзине @BUG","firefox","Fri Dec 27 01:22:43 GMT 2024","passed","Fri Dec 27 01:22:53 GMT 2024","UI Tests Academybug","","",""
"","43","Удаление поста @API","firefox","Fri Dec 27 01:21:07 GMT 2024","passed","Fri Dec 27 01:21:07 GMT 2024","API Tests Jsonplaceholder","","",""
"","30021","Ошибка публикации комментария к товару @BUG","firefox","Fri Dec 27 01:27:13 GMT 2024","broken","Fri Dec 27 01:27:43 GMT 2024","UI Tests Academybug","","",""
"","30018","Ошибка подсчета общей стоимости товара в корзине @BUG","firefox","Fri Dec 27 01:25:38 GMT 2024","broken","Fri Dec 27 01:26:08 GMT 2024","UI Tests Academybug","","",""
"","31","Получение конкретного поста @API","firefox","Fri Dec 27 01:21:07 GMT 2024","passed","Fri Dec 27 01:21:07 GMT 2024","API Tests Jsonplaceholder","","",""
